"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login functionality and verify the product page with screenshot attachments.","1764","test_swag_login[visual_user-secret_sauce]","Tests","Fri May 30 20:09:51 MDT 2025","passed","Fri May 30 20:09:53 MDT 2025","","test_swag_login","",""
"Test login functionality and verify the product page with screenshot attachments.","1327","test_swag_login[standard_user-secret_sauce]","Tests","Fri May 30 20:09:52 MDT 2025","passed","Fri May 30 20:09:53 MDT 2025","","test_swag_login","",""
