"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login functionality and verify the product page with screenshot attachments.","933","test_swag_login[standard_user-secret_sauce]","Tests","Fri May 30 19:23:06 MDT 2025","passed","Fri May 30 19:23:07 MDT 2025","","test_swag_login","",""
