"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login functionality and verify the product page with screenshot attachments.","916","test_swag_login[standard_user-secret_sauce]","Tests","Fri May 30 19:14:21 MDT 2025","passed","Fri May 30 19:14:22 MDT 2025","","test_swag_login","",""
